material_id,formula,pbe_bandgap,hse_bandgap,bandgap_correction,dataset,data_source,confidence,mpid,dimensionality
JVASP-35189,Zn8 Si4 O16,2.681,4.1622,1.4812000000000003,jarvis_3d,jarvis,high,mp-1020610,3D
JVASP-35190,Sr2 Zr2 O6,3.3808,4.0652,0.6844000000000001,jarvis_3d,jarvis,high,mp-1020622,3D
JVASP-35192,Rb8 N3 O1,1.0582,3.0171,1.9589,jarvis_3d,jarvis,high,mp-1020625,3D
JVASP-35193,Sr2 Ge2 P4 O16,4.3394,6.0639,1.7245,jarvis_3d,jarvis,high,mp-1020628,3D
JVASP-35194,Zn2 Ge2 O6,1.5633,2.9306,1.3673000000000002,jarvis_3d,jarvis,high,mp-1020631,3D
JVASP-35195,Rb4 Mg4 B4 O12,4.6781,7.2614,2.5833000000000004,jarvis_3d,jarvis,high,mp-1020633,3D
JVASP-35197,Na8 N1 O3,1.6278,3.0744,1.4465999999999999,jarvis_3d,jarvis,high,mp-1020645,3D
JVASP-35199,Sr3 Ge2 B6 O16,4.5593,6.5022,1.9428999999999998,jarvis_3d,jarvis,high,mp-1020650,3D
JVASP-35205,Si2 Ge2 N4 O2,3.5228,5.0982,1.5754000000000001,jarvis_3d,jarvis,high,mp-1020703,3D
JVASP-35206,Zn4 Si4 N8,3.534,4.2331,0.6991000000000005,jarvis_3d,jarvis,high,mp-1020712,3D
JVASP-35208,Zn8 Si4 O16,2.4487,3.7175,1.2687999999999997,jarvis_3d,jarvis,high,mp-1020717,3D
JVASP-35214,Na4 Zn2 Se4,1.9584,3.5958,1.6374000000000002,jarvis_3d,jarvis,high,mp-1021465,3D
JVASP-35218,Sn4 S1 F6,2.6925,4.0176,1.3251,jarvis_3d,jarvis,high,mp-1021490,3D
JVASP-35219,Cd4 S1 F6,0.8326,3.5642,2.7316000000000003,jarvis_3d,jarvis,high,mp-1021492,3D
JVASP-35220,Cd5 S4 Cl2,1.3682,3.0457,1.6775,jarvis_3d,jarvis,high,mp-1021494,3D
JVASP-35230,Lu4 O12,1.5292,3.0798,1.5506000000000002,jarvis_3d,jarvis,high,mp-1021512,3D
JVASP-35231,K2 Sn1,1.1528,1.5656,0.41280000000000006,jarvis_3d,jarvis,high,mp-1021516,3D
JVASP-35236,Al1 Si1,0.004,0.0062,0.0021999999999999997,jarvis_3d,jarvis,high,mp-1021666,3D
JVASP-35240,Ti1 Ag1 Se2,0.0005,0.0017,0.0012,jarvis_3d,jarvis,high,mp-1021670,3D
JVASP-35249,Cu3 O2,0.0211,0.0347,0.013600000000000001,jarvis_3d,jarvis,high,mp-1022728,3D
JVASP-35250,Na2 H6 Ir1,3.8519,4.1688,0.31689999999999996,jarvis_3d,jarvis,high,mp-1022729,3D
JVASP-35259,Al2 Sb2,0.0002,0.0039,0.0036999999999999997,jarvis_3d,jarvis,high,mp-1023918,3D
JVASP-35261,Na8 Zn8 Se12,1.5739,3.0911,1.5171999999999999,jarvis_3d,jarvis,high,mp-1024049,3D
JVASP-35262,Na4 Zn6 Se8,1.5046,3.1962,1.6916000000000002,jarvis_3d,jarvis,high,mp-1024050,3D
JVASP-35267,Na8 Zn4 S8,2.3784,4.279,1.9005999999999998,jarvis_3d,jarvis,high,mp-1024067,3D
JVASP-35268,Na4 Zn6 S8,2.2022,4.0491,1.8469000000000002,jarvis_3d,jarvis,high,mp-1024069,3D
JVASP-35354,Fe2 Co2 Sn2,0.0158,0.0217,0.005899999999999999,jarvis_3d,jarvis,high,mp-1025124,3D
JVASP-35355,Mg2 Si4,0.0006,0.0006,0.0,jarvis_3d,jarvis,high,mp-1025126,3D
JVASP-35382,Lu2 Cr2 C3,0.0009,0.006,0.0051,jarvis_3d,jarvis,high,mp-1025175,3D
JVASP-35387,Tm2 Cr2 C3,0.0087,0.0106,0.0019000000000000006,jarvis_3d,jarvis,high,mp-1025181,3D
JVASP-35394,Sc1 Ga5 Ni1,0.005,0.0129,0.0079,jarvis_3d,jarvis,high,mp-1025191,3D
JVASP-35398,Nb2 V1 Se4,0.0036,0.01,0.0064,jarvis_3d,jarvis,high,mp-1025195,3D
JVASP-35416,V1 Cr2 S4,0.0005,0.003,0.0025,jarvis_3d,jarvis,high,mp-1025224,3D
JVASP-35418,Rb2 Mg1 Cl4,5.0786,7.3798,2.3012000000000006,jarvis_3d,jarvis,high,mp-1025227,3D
JVASP-35425,Ba2 Ru1 O4,0.0003,0.0277,0.027399999999999997,jarvis_3d,jarvis,high,mp-1025237,3D
JVASP-35440,Sm2 Fe2 Si2 C1,0.0018,0.0022,0.0004000000000000002,jarvis_3d,jarvis,high,mp-1025262,3D
JVASP-35452,Ce2 Al1 N1 O3,0.0013,0.002,0.0007000000000000001,jarvis_3d,jarvis,high,mp-1025275,3D
JVASP-35453,Sm2 Al1 N1 O3,1.2319,2.4146,1.1827,jarvis_3d,jarvis,high,mp-1025276,3D
JVASP-35454,Pr2 Al1 N1 O3,1.0341,2.0856,1.0514999999999999,jarvis_3d,jarvis,high,mp-1025277,3D
JVASP-35455,V2 Cr1 Te4,0.001,0.0025,0.0015,jarvis_3d,jarvis,high,mp-1025278,3D
JVASP-35462,Rb2 Zn1 F4,4.7811,6.9756,2.1944999999999997,jarvis_3d,jarvis,high,mp-1025286,3D
JVASP-35479,Mn1 Al2 Te4,0.0007,0.0007,0.0,jarvis_3d,jarvis,high,mp-1025315,3D
JVASP-35480,Ho2 Fe2 Si2 C1,0.0022,0.0097,0.0075,jarvis_3d,jarvis,high,mp-1025316,3D
JVASP-35485,V1 Co2 Se4,0.0054,0.007,0.0015999999999999999,jarvis_3d,jarvis,high,mp-1025322,3D
JVASP-35495,Tl2 Cd1 Te4,0.3293,0.3683,0.039000000000000035,jarvis_3d,jarvis,high,mp-1025337,3D
JVASP-35502,Ga1 As1 Pd5,0.0185,0.0384,0.019899999999999998,jarvis_3d,jarvis,high,mp-1025346,3D
JVASP-35503,Ti2 Co1 Se4,0.001,0.0048,0.0037999999999999996,jarvis_3d,jarvis,high,mp-1025347,3D
JVASP-35505,Sr2 Zr1 O4,3.2675,3.8865,0.6189999999999998,jarvis_3d,jarvis,high,mp-1025349,3D
JVASP-35506,Sr4 Bi2 O1,0.9283,1.3088,0.38049999999999995,jarvis_3d,jarvis,high,mp-1025351,3D
JVASP-35509,Er2 Fe2 Si2 C1,0.0021,0.0047,0.0026000000000000003,jarvis_3d,jarvis,high,mp-1025354,3D
JVASP-35528,Cd1 Ag2 I4,1.6107,2.9878,1.3771,jarvis_3d,jarvis,high,mp-1025377,3D
JVASP-35531,Cr2 Fe1 Te4,0.0064,0.0066,0.00019999999999999966,jarvis_3d,jarvis,high,mp-1025380,3D
JVASP-35532,Th2 Fe2 Si2 C1,0.0031,0.0106,0.0075,jarvis_3d,jarvis,high,mp-1025382,3D
JVASP-35537,Tb2 O6,0.0065,3.3247,3.3182,jarvis_3d,jarvis,high,mp-1025387,3D
JVASP-35541,Nb1 Tl3 Se4,1.9855,2.0641,0.07859999999999978,jarvis_3d,jarvis,high,mp-1025396,3D
JVASP-35597,Li2 Nb2 Se4,0.6716,0.8321,0.16049999999999998,jarvis_3d,jarvis,high,mp-1025496,3D
JVASP-35600,Zn1 Cu2 Sn1 S4,0.1342,0.5852,0.45100000000000007,jarvis_3d,jarvis,high,mp-1025500,3D
JVASP-35611,Ce2 Si4 Ru2,0.0013,0.0032,0.0019000000000000002,jarvis_3d,jarvis,high,mp-1025521,3D
JVASP-35632,Ho2 O6,0.0024,1.9907,1.9883,jarvis_3d,jarvis,high,mp-1025565,3D
JVASP-35654,Hf2 S1 N2,1.1489,1.8701,0.7212000000000001,jarvis_3d,jarvis,high,mp-1017567,3D
JVASP-35655,Ho3 Al1 N1,0.0306,0.0547,0.0241,jarvis_3d,jarvis,high,mp-1017577,3D
JVASP-35656,Hf1 B1 Rh3,0.5367,0.5833,0.046600000000000086,jarvis_3d,jarvis,high,mp-1017578,3D
JVASP-35663,Lu3 Al1 N1,0.0159,0.0188,0.0029,jarvis_3d,jarvis,high,mp-1017627,3D
JVASP-35664,Mg1 Be2 P2,0.801,1.3284,0.5274,jarvis_3d,jarvis,high,mp-1017628,3D
JVASP-35666,Sc1 B1 Pd3,0.004,0.0129,0.0089,jarvis_3d,jarvis,high,mp-1017631,3D
JVASP-35667,Ni3 Sn1 N1,0.0311,0.0441,0.013000000000000001,jarvis_3d,jarvis,high,mp-1017632,3D
JVASP-35668,Tl2 N2,0.2939,0.4881,0.19419999999999998,jarvis_3d,jarvis,high,mp-1017982,3D
JVASP-35670,Ti2 Ag2,0.0002,0.001,0.0008,jarvis_3d,jarvis,high,mp-1017985,3D
JVASP-35673,Li2 Mg1 Si1,0.0012,0.5446,0.5434,jarvis_3d,jarvis,high,mp-1018009,3D
JVASP-35675,Ti2 In1 Ni1,0.0202,0.072,0.0518,jarvis_3d,jarvis,high,mp-1018013,3D
JVASP-35680,Pb2 S2,0.2782,0.6431,0.3649,jarvis_3d,jarvis,high,mp-1018019,3D
JVASP-35682,Nb1 Co3,0.003,0.0032,0.0002000000000000001,jarvis_3d,jarvis,high,mp-1018021,3D
JVASP-35686,Lu1 Ag1 O2,2.3853,3.0547,0.6694,jarvis_3d,jarvis,high,mp-1018025,3D
JVASP-35691,Sr2 S1 O1,2.2577,2.8229,0.5652000000000004,jarvis_3d,jarvis,high,mp-1018030,3D
JVASP-35692,K1 In1 O2,2.3528,4.0632,1.7104000000000004,jarvis_3d,jarvis,high,mp-1018031,3D
JVASP-35693,Sr1 Cd1 O2,1.0011,2.2161,1.2149999999999999,jarvis_3d,jarvis,high,mp-1018032,3D
JVASP-35694,Ag1 Rh1 O2,0.7875,0.8998,0.11230000000000007,jarvis_3d,jarvis,high,mp-1018033,3D
JVASP-35695,Mg2 Se2,2.8024,4.2853,1.4829000000000003,jarvis_3d,jarvis,high,mp-1018040,3D
JVASP-35696,Ti2 Mn1 In1,0.01,0.0549,0.044899999999999995,jarvis_3d,jarvis,high,mp-1018041,3D
JVASP-35698,Ti2 In1 Co1,0.0146,0.0217,0.0071,jarvis_3d,jarvis,high,mp-1018043,3D
JVASP-35711,Ga2 Sb2,0.162,0.5695,0.4075,jarvis_3d,jarvis,high,mp-1018059,3D
JVASP-35715,Er1 H3,0.0397,0.3331,0.2934,jarvis_3d,jarvis,high,mp-1018063,3D
JVASP-35716,Er1 Fe1 C2,0.0003,0.0044,0.0041,jarvis_3d,jarvis,high,mp-1018064,3D
JVASP-35717,Dy1 Fe1 C2,0.0056,0.0062,0.0005999999999999998,jarvis_3d,jarvis,high,mp-1018065,3D
JVASP-35720,Cr1 Fe2 Si1,0.0136,0.0249,0.0113,jarvis_3d,jarvis,high,mp-1018068,3D
JVASP-35721,Ti2 In1 Fe1,0.0013,0.005,0.0037,jarvis_3d,jarvis,high,mp-1018070,3D
JVASP-35724,Ho2 Ga2,0.0049,0.0051,0.00020000000000000052,jarvis_3d,jarvis,high,mp-1018073,3D
JVASP-35727,Ga2 Bi1 As1,0.021,0.0844,0.0634,jarvis_3d,jarvis,high,mp-1018076,3D
JVASP-35729,Cr1 Ga1 P2,0.0044,0.0079,0.0035000000000000005,jarvis_3d,jarvis,high,mp-1018079,3D
JVASP-35730,Cr1 Co2 Bi1,0.0144,0.0145,0.00010000000000000113,jarvis_3d,jarvis,high,mp-1018080,3D
JVASP-35733,Cr1 Cd1 Te2,0.0091,0.0096,0.0004999999999999987,jarvis_3d,jarvis,high,mp-1018083,3D
JVASP-35735,Co1 Sn1 Rh2,0.0022,0.005,0.0028,jarvis_3d,jarvis,high,mp-1018085,3D
JVASP-35738,Ca1 Zn1 Se2,1.5563,2.8778,1.3215000000000001,jarvis_3d,jarvis,high,mp-1018089,3D
JVASP-35739,Ca1 Ga1 Si1 H1,0.0509,0.8648,0.8139000000000001,jarvis_3d,jarvis,high,mp-1018090,3D
JVASP-35741,Ca1 Ga1 Ge1 H1,0.5678,0.8347,0.2669,jarvis_3d,jarvis,high,mp-1018093,3D
JVASP-35744,Ba2 N1 F1,1.0414,2.1983,1.1569,jarvis_3d,jarvis,high,mp-1018096,3D
JVASP-35745,Ba1 Ca1 O2,2.1386,3.6076,1.4690000000000003,jarvis_3d,jarvis,high,mp-1018097,3D
JVASP-35746,Ba2 Br1 N1,1.1872,2.0879,0.9006999999999998,jarvis_3d,jarvis,high,mp-1018098,3D
JVASP-35747,Ba2 N1 Cl1,1.1449,2.1095,0.9646000000000001,jarvis_3d,jarvis,high,mp-1018099,3D
JVASP-35748,Al2 Sb2,1.058,1.5007,0.44269999999999987,jarvis_3d,jarvis,high,mp-1018100,3D
JVASP-35756,Tm1 Sb1 Pd1,0.2176,0.5985,0.3809,jarvis_3d,jarvis,high,mp-1018118,3D
JVASP-35759,Ti1 Pd2,0.0084,0.0092,0.0008000000000000004,jarvis_3d,jarvis,high,mp-1018121,3D
JVASP-35769,Al1 Bi1,0.0454,0.8846,0.8392000000000001,jarvis_3d,jarvis,high,mp-1018132,3D
JVASP-35771,Li1 Cd1 As1,0.695,0.8065,0.11150000000000004,jarvis_3d,jarvis,high,mp-1018135,3D
JVASP-35776,Ba1 C2,1.4659,2.6573,1.1914000000000002,jarvis_3d,jarvis,high,mp-1018141,3D
JVASP-35777,Nb1 N1,0.0078,0.0183,0.0105,jarvis_3d,jarvis,high,mp-1018142,3D
JVASP-35779,Mn1 Sn1,0.0318,0.0627,0.030900000000000004,jarvis_3d,jarvis,high,mp-1018145,3D
JVASP-35787,Hf2 Hg1,0.0004,0.0053,0.0049,jarvis_3d,jarvis,high,mp-1018154,3D
JVASP-35788,Mn1 Sn1,0.0146,0.029,0.014400000000000001,jarvis_3d,jarvis,high,mp-1018155,3D
JVASP-35802,Ba2 Zn1,0.0022,0.0224,0.0202,jarvis_3d,jarvis,high,mp-1018178,3D
JVASP-35808,Ca1 Be2 As2,0.8193,1.112,0.29270000000000007,jarvis_3d,jarvis,high,mp-1018630,3D
JVASP-35824,Yb1 H3 Pd1,0.009,0.0324,0.023399999999999997,jarvis_3d,jarvis,high,mp-1018646,3D
JVASP-35827,Ba2 Cl1 F3,5.876,7.9299,2.0538999999999996,jarvis_3d,jarvis,high,mp-1018650,3D
JVASP-35828,Ba2 H3 I1,2.2708,3.0558,0.7850000000000001,jarvis_3d,jarvis,high,mp-1018651,3D
JVASP-35829,K2 Cd2 Sb2,0.2405,0.3892,0.1487,jarvis_3d,jarvis,high,mp-1018652,3D
JVASP-35830,Ba2 Mg2 Pb2,0.0022,0.0072,0.004999999999999999,jarvis_3d,jarvis,high,mp-1018653,3D
JVASP-35832,Ca2 H3 Br1,1.8384,3.1351,1.2967,jarvis_3d,jarvis,high,mp-1018656,3D
JVASP-35854,Dy2 Te4,0.0084,0.0161,0.0077,jarvis_3d,jarvis,high,mp-1018679,3D
JVASP-35888,Hf2 Ga2 Cu2,0.0055,0.0145,0.009000000000000001,jarvis_3d,jarvis,high,mp-1018714,3D
JVASP-35890,Hf2 N4,0.6413,1.7599,1.1186,jarvis_3d,jarvis,high,mp-1018716,3D
JVASP-35892,Hf1 Ta1 N1 O3,1.9508,2.8962,0.9453999999999998,jarvis_3d,jarvis,high,mp-1018719,3D
JVASP-35894,Hf2 O4,4.7249,6.315,1.5901000000000005,jarvis_3d,jarvis,high,mp-1018721,3D
JVASP-35895,Hg3 Se3,0.8031,1.6398,0.8366999999999999,jarvis_3d,jarvis,high,mp-1018722,3D
JVASP-35905,Ir2 N4,0.001,0.0013,0.0002999999999999999,jarvis_3d,jarvis,high,mp-1018733,3D
JVASP-35909,K2 Mg2 P2,1.8719,3.0482,1.1763000000000001,jarvis_3d,jarvis,high,mp-1018737,3D
JVASP-35928,Li3 Dy1 Sb2,0.0377,0.0535,0.0158,jarvis_3d,jarvis,high,mp-1018763,3D
JVASP-35932,Li3 Nd1 Sb2,0.0381,0.203,0.16490000000000002,jarvis_3d,jarvis,high,mp-1018769,3D
JVASP-35933,Li3 Pr1 Bi2,0.0349,0.1136,0.0787,jarvis_3d,jarvis,high,mp-1018770,3D
JVASP-35934,Li3 Pr1 Sb2,0.0328,0.2003,0.1675,jarvis_3d,jarvis,high,mp-1018779,3D
JVASP-35935,Li3 Sm1 Bi2,0.0826,0.135,0.0524,jarvis_3d,jarvis,high,mp-1018780,3D
JVASP-35936,Li3 Sm1 Sb2,0.0186,0.0751,0.0565,jarvis_3d,jarvis,high,mp-1018781,3D
JVASP-35937,Li3 Y1 Bi2,0.0626,0.1071,0.0445,jarvis_3d,jarvis,high,mp-1018782,3D
JVASP-35940,Li2 Fe2 As2,0.0067,0.0108,0.0041,jarvis_3d,jarvis,high,mp-1018785,3D
JVASP-35942,Li2 O4,0.0015,0.0218,0.0203,jarvis_3d,jarvis,high,mp-1018789,3D
JVASP-35945,Ta4 O12,0.0276,0.0353,0.0076999999999999985,jarvis_3d,jarvis,high,mp-1001011,3D
JVASP-35948,Sc4 Zn2 Se8,0.0873,0.9541,0.8667999999999999,jarvis_3d,jarvis,high,mp-1001016,3D
JVASP-35950,Mg2 Sc4 Se8,1.1377,1.6832,0.5455000000000001,jarvis_3d,jarvis,high,mp-1001019,3D
JVASP-35953,Be2 C4,1.89,2.144,0.2540000000000002,jarvis_3d,jarvis,high,mp-1001023,3D
JVASP-35954,Y4 Mg2 S8,1.8418,2.6342,0.7923999999999998,jarvis_3d,jarvis,high,mp-1001024,3D
JVASP-35957,Mn3 N2,0.0002,0.0263,0.0261,jarvis_3d,jarvis,high,mp-1001117,3D
JVASP-35963,Lu1 Tl1 S2,1.3347,2.0412,0.7064999999999999,jarvis_3d,jarvis,high,mp-1001604,3D
JVASP-35966,Lu1 Tl1 Se2,1.1337,1.7561,0.6224000000000001,jarvis_3d,jarvis,high,mp-1001611,3D
JVASP-35970,Li1 Zr1 Se2,0.0165,0.0208,0.004299999999999998,jarvis_3d,jarvis,high,mp-1001615,3D
JVASP-35971,Lu1 Cu1 S2,1.5369,1.8733,0.33640000000000003,jarvis_3d,jarvis,high,mp-1001780,3D
JVASP-35975,Li1 Sc1 S2,1.4767,2.0323,0.5556000000000003,jarvis_3d,jarvis,high,mp-1001786,3D
JVASP-35990,Mn1 Ga1,0.0003,0.0003,0.0,jarvis_3d,jarvis,high,mp-1001836,3D
JVASP-35992,Ho1 P1,0.009,0.0177,0.008700000000000001,jarvis_3d,jarvis,high,mp-1001843,3D
JVASP-35993,Ho1 N1,0.0143,0.0311,0.0168,jarvis_3d,jarvis,high,mp-1001844,3D
JVASP-36000,Sn2 S4,1.5334,2.7947,1.2613,jarvis_3d,jarvis,high,mp-1002063,3D
JVASP-36003,K1 Na1 I1 Cl1,4.224,6.4705,2.2465,jarvis_3d,jarvis,high,mp-1002081,3D
JVASP-36007,Hf1 Pd1,0.0119,0.0121,0.0001999999999999988,jarvis_3d,jarvis,high,mp-1002106,3D
JVASP-36009,V1 Co1,0.0018,0.0022,0.0004000000000000002,jarvis_3d,jarvis,high,mp-1002109,3D
JVASP-36015,Hf1 C1,0.0492,1.1211,1.0719,jarvis_3d,jarvis,high,mp-1002124,3D
JVASP-36018,Ge1 C1,1.9273,2.6156,0.6883000000000001,jarvis_3d,jarvis,high,mp-1002164,3D
JVASP-36024,Tc1 B1,0.0011,0.0017,0.0005999999999999998,jarvis_3d,jarvis,high,mp-1002187,3D
JVASP-36025,Tc1 B1,0.0015,0.0093,0.0078,jarvis_3d,jarvis,high,mp-1002188,3D
JVASP-36033,Er1 H1,0.0266,0.0474,0.0208,jarvis_3d,jarvis,high,mp-1002221,3D
JVASP-36072,U2 Cd4 O10,2.0952,2.2056,0.11039999999999983,jarvis_3d,jarvis,high,mp-1006058,3D
JVASP-36108,Ba1 O2,2.0697,3.2654,1.1957,jarvis_3d,jarvis,high,mp-1006878,3D
JVASP-36109,Bi1 B1,0.1153,0.4032,0.2879,jarvis_3d,jarvis,high,mp-1006880,3D
JVASP-36112,K1 Nd1 S2,2.297,3.3152,1.0181999999999998,jarvis_3d,jarvis,high,mp-1006885,3D
JVASP-36115,K1 Y1 S2,2.4051,3.2551,0.8500000000000001,jarvis_3d,jarvis,high,mp-1006888,3D
JVASP-36116,K1 Sm1 Se2,1.8594,2.9332,1.0737999999999999,jarvis_3d,jarvis,high,mp-1006891,3D
JVASP-36118,K1 Na1 H2,3.1109,5.5744,2.4635,jarvis_3d,jarvis,high,mp-1007637,3D
JVASP-36123,In2 Sb2,0.2561,0.6342,0.3781,jarvis_3d,jarvis,high,mp-1007661,3D
JVASP-36124,Ho1 Tl1 Te2,0.6852,1.0295,0.34430000000000005,jarvis_3d,jarvis,high,mp-1007663,3D
JVASP-36126,Ho1 Tl1 S2,1.5443,2.2438,0.6994999999999998,jarvis_3d,jarvis,high,mp-1007665,3D
JVASP-36130,Hf2 Pt2,0.0009,0.0016,0.0007000000000000001,jarvis_3d,jarvis,high,mp-1007691,3D
JVASP-36135,Hf2 Au2,0.0046,0.0147,0.0101,jarvis_3d,jarvis,high,mp-1007755,3D
JVASP-36138,Tl1 As1,0.2307,0.3163,0.08560000000000004,jarvis_3d,jarvis,high,mp-1007770,3D
JVASP-36139,Tl1 P1,0.0333,0.3019,0.2686,jarvis_3d,jarvis,high,mp-1007776,3D
JVASP-36140,Tl1 N1,0.0349,0.2968,0.2619,jarvis_3d,jarvis,high,mp-1007778,3D
JVASP-36144,Ga1 B1 N2,3.3527,4.4726,1.1199,jarvis_3d,jarvis,high,mp-1007823,3D
JVASP-36148,Fe1 Ni3,0.0021,0.003,0.0009000000000000002,jarvis_3d,jarvis,high,mp-1007855,3D
JVASP-36153,Er1 Tl1 Te2,0.7044,1.0308,0.3263999999999999,jarvis_3d,jarvis,high,mp-1007907,3D
JVASP-36154,Dy1 Tl1 Te2,0.6729,1.0214,0.34850000000000003,jarvis_3d,jarvis,high,mp-1007908,3D
JVASP-36156,Dy2 Au2,0.0004,0.0011,0.0007000000000000001,jarvis_3d,jarvis,high,mp-1007918,3D
JVASP-36157,Cu2 I2,0.942,1.8573,0.9153,jarvis_3d,jarvis,high,mp-1007922,3D
JVASP-36161,Cr1 Ni3,0.0145,0.0313,0.016800000000000002,jarvis_3d,jarvis,high,mp-1007974,3D
JVASP-36164,Cr2 H2,0.0003,0.0011,0.0008000000000000001,jarvis_3d,jarvis,high,mp-1007992,3D
JVASP-36165,Ca1 Se1,3.3013,4.6482,1.3469000000000002,jarvis_3d,jarvis,high,mp-1008223,3D
JVASP-36166,Cr1 Co2 Si1,0.01,0.013,0.002999999999999999,jarvis_3d,jarvis,high,mp-1008224,3D
JVASP-36168,Cr1 Fe2 Sn1,0.0009,0.0053,0.0044,jarvis_3d,jarvis,high,mp-1008226,3D
JVASP-36174,Cr1 Co3,0.0004,0.0006,0.00019999999999999993,jarvis_3d,jarvis,high,mp-1008280,3D
JVASP-36176,Cr3 Ni1,0.0019,0.0047,0.0028000000000000004,jarvis_3d,jarvis,high,mp-1008284,3D
JVASP-36180,Cd1 Si1 P2,0.0011,0.0079,0.0068000000000000005,jarvis_3d,jarvis,high,mp-1008472,3D
JVASP-36183,Bi2 Pd2,0.0002,0.0034,0.0031999999999999997,jarvis_3d,jarvis,high,mp-1008488,3D
JVASP-36185,Bi1 I3,0.0393,0.0401,0.0007999999999999952,jarvis_3d,jarvis,high,mp-1008490,3D
JVASP-36187,Br2 Cl2,1.661,2.8975,1.2365,jarvis_3d,jarvis,high,mp-1008492,3D
JVASP-36188,Ba2 O2,2.3807,3.5942,1.2134999999999998,jarvis_3d,jarvis,high,mp-1008500,3D
JVASP-36192,B1 C2 N1,1.9071,2.6898,0.7827,jarvis_3d,jarvis,high,mp-1008523,3D
JVASP-36193,Be2 Se2,0.9741,1.5128,0.5387,jarvis_3d,jarvis,high,mp-1008524,3D
JVASP-36197,B2 As1 P1,1.2878,1.75,0.46219999999999994,jarvis_3d,jarvis,high,mp-1008528,3D
JVASP-36199,Al3 V1,0.0028,0.0068,0.004,jarvis_3d,jarvis,high,mp-1008554,3D
JVASP-36201,Al1 Ga1 N2,2.9463,3.8906,0.9443000000000001,jarvis_3d,jarvis,high,mp-1008556,3D
JVASP-36202,Al1 B1 N2,3.3071,4.4768,1.1696999999999997,jarvis_3d,jarvis,high,mp-1008557,3D
JVASP-36204,B2 P2,1.3771,1.8438,0.4667000000000001,jarvis_3d,jarvis,high,mp-1008559,3D
JVASP-36205,Tm1 Tl1 Te2,0.7113,1.1791,0.4678,jarvis_3d,jarvis,high,mp-1008561,3D
JVASP-36213,V1 Co1 Te1,0.0045,0.0205,0.016,jarvis_3d,jarvis,high,mp-1008631,3D
JVASP-36214,V2 C1,0.0035,0.0106,0.0071,jarvis_3d,jarvis,high,mp-1008632,3D
JVASP-36222,Ti1 O2,1.1878,1.6668,0.4790000000000001,jarvis_3d,jarvis,high,mp-1008677,3D
JVASP-36224,Ti2 Sn1,0.0067,0.0127,0.005999999999999999,jarvis_3d,jarvis,high,mp-1008688,3D
JVASP-36235,Sr1 C2,1.8606,2.913,1.0523999999999998,jarvis_3d,jarvis,high,mp-1008776,3D
JVASP-36238,Mg1 Te1,0.3716,1.4103,1.0387000000000002,jarvis_3d,jarvis,high,mp-1008786,3D
JVASP-36243,Rb1 Cu1 O1,0.5721,0.6065,0.034399999999999986,jarvis_3d,jarvis,high,mp-1008807,3D
JVASP-36244,Pt1 N2,0.0109,0.0125,0.0016000000000000007,jarvis_3d,jarvis,high,mp-1008809,3D
JVASP-36245,Rb1 Ag1 O1,0.642,1.5354,0.8934000000000001,jarvis_3d,jarvis,high,mp-1008813,3D
JVASP-36246,Pd1 N2,0.0136,0.057,0.0434,jarvis_3d,jarvis,high,mp-1008820,3D
JVASP-36251,Os1 C2,0.034,0.0354,0.0013999999999999985,jarvis_3d,jarvis,high,mp-1008835,3D
JVASP-36252,Nd1 Bi1 Pd1,0.044,0.0556,0.0116,jarvis_3d,jarvis,high,mp-1008858,3D
JVASP-36254,Na1 Ag1 O1,0.2391,0.7806,0.5415,jarvis_3d,jarvis,high,mp-1008866,3D
JVASP-36256,Mn1 Fe1 Te1,0.007,0.0075,0.0004999999999999996,jarvis_3d,jarvis,high,mp-1008872,3D
JVASP-36258,Mn1 Co1 Te1,0.0181,0.0224,0.004299999999999998,jarvis_3d,jarvis,high,mp-1008874,3D
JVASP-36262,Mg1 H2,0.0368,1.4392,1.4024,jarvis_3d,jarvis,high,mp-1008901,3D
JVASP-36264,Lu1 Cd2,0.005,0.0056,0.0005999999999999998,jarvis_3d,jarvis,high,mp-1008910,3D
JVASP-36266,Ag1 C1,0.0058,0.031,0.0252,jarvis_3d,jarvis,high,mp-1008912,3D
JVASP-36270,Cu1 N1,0.005,0.0082,0.0032000000000000006,jarvis_3d,jarvis,high,mp-1008922,3D
JVASP-36274,Cr1 Te1,0.0135,0.0232,0.009699999999999999,jarvis_3d,jarvis,high,mp-1008926,3D
JVASP-36286,Li1 Cd1 As1,0.0386,0.0797,0.04109999999999999,jarvis_3d,jarvis,high,mp-1009006,3D
JVASP-36289,Li1 F1,8.1063,11.164,3.0577000000000005,jarvis_3d,jarvis,high,mp-1009009,3D
JVASP-36291,Ir1 N1,0.0005,0.0154,0.0149,jarvis_3d,jarvis,high,mp-1009015,3D
JVASP-36293,Ho1 Sb1,0.0025,0.0075,0.004999999999999999,jarvis_3d,jarvis,high,mp-1009017,3D
JVASP-36303,Mg2 Sn2 As4,0.6578,1.4345,0.7767000000000001,jarvis_3d,jarvis,high,mp-1009082,3D
JVASP-36304,Mg2 Sn2 P4,1.1499,2.2159,1.066,jarvis_3d,jarvis,high,mp-1009083,3D
JVASP-36305,Be2 Sn2 As4,0.6732,1.2608,0.5875999999999999,jarvis_3d,jarvis,high,mp-1009084,3D
