material_id,formula,cif_path,pbe_bandgap,hse_bandgap,gap_type,correction,formation_energy,total_energy,spacegroup
JVASP-49886,TiO2,FAILED_JVASP-49886.cif,3.06,3.458,mBJ,0.398,-3.16181,,Pnma
JVASP-24602,PdI2,FAILED_JVASP-24602.cif,0.65,0.761,mBJ,0.111,-0.22051,,P2_1/c
JVASP-4189,FeCl2,FAILED_JVASP-4189.cif,0.0,0.088,mBJ,0.088,-0.73842,,R-3m
JVASP-34303,TiGa4O8,FAILED_JVASP-34303.cif,2.433,2.961,mBJ,0.528,-2.27874,,C2/m
JVASP-79355,MnAlCu2,FAILED_JVASP-79355.cif,0.0,0.0,mBJ,0.0,-0.08681,,Fm-3m
JVASP-9790,Na2MgSiO4,FAILED_JVASP-9790.cif,4.102,6.816,mBJ,2.714,-2.64885,,Pc
JVASP-80077,Ho2ZnRu,FAILED_JVASP-80077.cif,0.0,0.0,mBJ,0.0,-0.43836,,Fm-3m
JVASP-34247,RbClO4,FAILED_JVASP-34247.cif,5.503,8.126,mBJ,2.623,-0.6049,,F-43m
JVASP-9713,YTaO4,FAILED_JVASP-9713.cif,4.054,5.196,mBJ,1.142,-3.52208,,P2/c
JVASP-50589,Mg3As2O8,FAILED_JVASP-50589.cif,3.897,5.889,mBJ,1.992,-2.16468,,P2_1/c
JVASP-57155,CaCO3,FAILED_JVASP-57155.cif,5.104,6.932,mBJ,1.828,-2.40147,,P321
JVASP-1112,PbS,FAILED_JVASP-1112.cif,0.564,1.298,mBJ,0.734,-0.63952,,Fm-3m
JVASP-12424,In2O3,FAILED_JVASP-12424.cif,1.195,2.786,mBJ,1.591,-1.70288,,R-3c
JVASP-10464,KVCu2Se4,FAILED_JVASP-10464.cif,0.836,0.873,mBJ,0.037,-0.71056,,Ama2
JVASP-36446,BeGeP2,FAILED_JVASP-36446.cif,0.873,1.633,mBJ,0.76,-0.3363,,I-42d
JVASP-34307,SNF,FAILED_JVASP-34307.cif,3.873,5.986,mBJ,2.113,-0.32975,,R-3
JVASP-58505,MoS2,FAILED_JVASP-58505.cif,0.0,0.0,mBJ,0.0,-0.72675,,F-43m
JVASP-21363,TiP2O7,FAILED_JVASP-21363.cif,2.28,2.405,mBJ,0.125,-2.47873,,P-1
JVASP-10913,CaBiAsO6,FAILED_JVASP-10913.cif,0.367,0.812,mBJ,0.445,-1.55685,,P2_1
JVASP-50098,Hf2N2O,FAILED_JVASP-50098.cif,2.057,3.104,mBJ,1.047,-2.39997,,C2/m
JVASP-22639,SiSe2,FAILED_JVASP-22639.cif,1.742,2.606,mBJ,0.864,-0.37098,,Ibam
JVASP-34249,HfO2,FAILED_JVASP-34249.cif,4.037,5.798,mBJ,1.761,-3.73413,,Fm-3m
JVASP-79621,H,FAILED_JVASP-79621.cif,8.253,13.885,mBJ,5.632,0.00563,,Cmcm
JVASP-28520,MoW2Se2S4,FAILED_JVASP-28520.cif,0.654,1.331,mBJ,0.677,-0.8089,,R3m
JVASP-50426,TmAlO3,FAILED_JVASP-50426.cif,6.247,7.703,mBJ,1.456,-3.66099,,Pnma
JVASP-79356,TiGaFe2,FAILED_JVASP-79356.cif,0.0,0.0,mBJ,0.0,-0.39301,,Fm-3m
JVASP-27600,CaBi2O4,FAILED_JVASP-27600.cif,1.067,2.078,mBJ,1.011,-1.72063,,Pmmn
JVASP-36587,HfMgO3,FAILED_JVASP-36587.cif,1.118,3.435,mBJ,2.317,-2.84434,,Pm-3m
JVASP-32749,BiI,FAILED_JVASP-32749.cif,0.82,1.014,mBJ,0.194,-0.29554,,C2/m
JVASP-57098,Na2CdSnS4,FAILED_JVASP-57098.cif,1.854,3.398,mBJ,1.544,-0.85683,,I-4
JVASP-10700,RbSbS2,FAILED_JVASP-10700.cif,1.949,2.795,mBJ,0.846,-0.83375,,P-1
JVASP-36529,ZrZnN2,FAILED_JVASP-36529.cif,2.142,2.689,mBJ,0.547,-1.07839,,P3m1
JVASP-12973,BaPd2S4,FAILED_JVASP-12973.cif,0.969,1.11,mBJ,0.141,-0.93482,,P2_1/m
JVASP-10149,KTcO4,FAILED_JVASP-10149.cif,3.331,3.784,mBJ,0.453,-1.90891,,I4_1/a
JVASP-36138,TlAs,FAILED_JVASP-36138.cif,0.0,0.0,mBJ,0.0,0.17532,,F-43m
JVASP-50028,SnO2,FAILED_JVASP-50028.cif,1.472,3.075,mBJ,1.603,-1.69216,,I4_1/amd
JVASP-57504,Ti2Bi2O7,FAILED_JVASP-57504.cif,2.676,2.883,mBJ,0.207,-2.39966,,Fd-3m
JVASP-81708,Hf2ZnHg,FAILED_JVASP-81708.cif,0.0,0.0,mBJ,0.0,0.06649,,C2/m
JVASP-80023,YbMgTl2,FAILED_JVASP-80023.cif,0.0,0.0,mBJ,0.0,-0.36076,,Fm-3m
JVASP-24608,AlTl2F5,FAILED_JVASP-24608.cif,3.937,5.22,mBJ,1.283,-2.83392,,Cmcm
JVASP-10500,SiO2,FAILED_JVASP-10500.cif,4.527,5.339,mBJ,0.812,-2.4297,,Pa-3
JVASP-10563,RbHfAgTe3,FAILED_JVASP-10563.cif,0.295,0.653,mBJ,0.358,-0.79869,,P2_1/m
JVASP-12974,Pr2NCl3,FAILED_JVASP-12974.cif,3.258,3.965,mBJ,0.707,-2.21276,,Ibam
JVASP-36180,CdSiP2,FAILED_JVASP-36180.cif,0.0,0.0,mBJ,0.0,0.6033,,Fm-3m
JVASP-29869,AlHO2,FAILED_JVASP-29869.cif,5.614,7.458,mBJ,1.844,-2.4744,,Cmc2_1
JVASP-59609,MnCoSi,FAILED_JVASP-59609.cif,0.0,0.0,mBJ,0.0,-0.34901,,Pnma
JVASP-10914,TiO2,FAILED_JVASP-10914.cif,1.739,2.252,mBJ,0.513,-3.05015,,Fd-3m
JVASP-36309,BeGeAs2,FAILED_JVASP-36309.cif,0.677,1.346,mBJ,0.669,-0.19972,,I-42d
JVASP-34308,Ti3O,FAILED_JVASP-34308.cif,0.0,0.0,mBJ,0.0,-1.38648,,P6_3/mcm
JVASP-4885,Rb2S5,FAILED_JVASP-4885.cif,1.679,2.699,mBJ,1.02,-0.71768,,P2_12_12_1
JVASP-36399,RuN,FAILED_JVASP-36399.cif,0.0,0.0,mBJ,0.0,0.76272,,Fm-3m
JVASP-79973,VGaRu2,FAILED_JVASP-79973.cif,0.0,0.0,mBJ,0.0,-0.43158,,Fm-3m
JVASP-80026,PaBi3,FAILED_JVASP-80026.cif,0.0,0.0,mBJ,0.0,-0.12334,,I4/mmm
JVASP-34647,MgAl2O4,FAILED_JVASP-34647.cif,5.482,6.669,mBJ,1.187,-3.17057,,Cmcm
JVASP-36024,TcB,FAILED_JVASP-36024.cif,0.0,0.0,mBJ,0.0,0.01081,,Fm-3m
JVASP-82056,LiAl2Au,FAILED_JVASP-82056.cif,0.0,0.403,mBJ,0.403,1.23522,,Immm
JVASP-29871,MnRe2O8,FAILED_JVASP-29871.cif,0.0,0.0,mBJ,0.0,-1.59912,,P-3m1
JVASP-36226,Ti2In,FAILED_JVASP-36226.cif,0.0,0.0,mBJ,0.0,0.51454,,F-43m
JVASP-49673,MgSbO3,FAILED_JVASP-49673.cif,2.126,2.671,mBJ,0.545,-2.00171,,P2_1/c
JVASP-30519,AlP,FAILED_JVASP-30519.cif,1.243,1.926,mBJ,0.683,0.00502,,P4/mbm
JVASP-51009,CaH2O2,FAILED_JVASP-51009.cif,3.96,6.759,mBJ,2.799,-1.79007,,P3m1
JVASP-10169,MgSb2O4,FAILED_JVASP-10169.cif,2.707,4.344,mBJ,1.637,-1.83595,,C2/m
JVASP-50429,TbGaO3,FAILED_JVASP-50429.cif,3.88,6.401,mBJ,2.521,-2.93896,,Pnma
JVASP-79441,YbKS2,FAILED_JVASP-79441.cif,0.0,0.0,mBJ,0.0,-1.51854,,R-3m
JVASP-58368,BeO,FAILED_JVASP-58368.cif,7.605,9.009,mBJ,1.404,-3.01401,,P4_2/mnm
JVASP-34648,RbCO2,FAILED_JVASP-34648.cif,3.014,4.245,mBJ,1.231,-1.66243,,Pbam
JVASP-50192,Y2TeO6,FAILED_JVASP-50192.cif,2.694,3.703,mBJ,1.009,-2.6822,,P4_2/mnm
JVASP-42714,Fe4O5F3,FAILED_JVASP-42714.cif,0.0,0.0,mBJ,0.0,-1.63906,,P-1
JVASP-79875,NaPmTe2,FAILED_JVASP-79875.cif,0.074,0.569,mBJ,0.495,-1.14651,,Fm-3m
JVASP-79923,MnAlRu2,FAILED_JVASP-79923.cif,0.0,0.0,mBJ,0.0,-0.3558,,Fm-3m
JVASP-9714,YNbO4,FAILED_JVASP-9714.cif,3.482,4.13,mBJ,0.648,-3.34639,,C2/c
JVASP-79627,NF,FAILED_JVASP-79627.cif,0.0,0.0,mBJ,0.0,0.24702,,R-3m
JVASP-79976,Lu2IrPd,FAILED_JVASP-79976.cif,0.0,0.0,mBJ,0.0,-1.10116,,Fm-3m
JVASP-12975,Ba2S3,FAILED_JVASP-12975.cif,1.548,2.783,mBJ,1.235,-1.80799,,I4_1md
JVASP-36487,Ba3AsP,FAILED_JVASP-36487.cif,0.11,0.714,mBJ,0.604,-0.75055,,Pm-3m
JVASP-36361,CrFeTe,FAILED_JVASP-36361.cif,0.0,0.0,mBJ,0.0,0.16208,,F-43m
JVASP-11311,CaVF5,FAILED_JVASP-11311.cif,0.0,0.0,mBJ,0.0,-3.47993,,C2/c
JVASP-35970,LiZrSe2,FAILED_JVASP-35970.cif,0.0,0.598,mBJ,0.598,-1.43483,,P-3m1
JVASP-34250,K4CO4,FAILED_JVASP-34250.cif,1.951,5.53,mBJ,3.579,-1.45838,,Cm
JVASP-36311,MgO,FAILED_JVASP-36311.cif,2.994,4.733,mBJ,1.739,-2.22857,,Pm-3m
JVASP-57020,TbCl3,FAILED_JVASP-57020.cif,4.254,5.44,mBJ,1.186,-2.371,,P6_3/m
JVASP-85133,EuS,FAILED_JVASP-85133.cif,0.0,0.822,mBJ,0.822,-1.86879,,Pm-3m
JVASP-49183,Cd3TeO6,FAILED_JVASP-49183.cif,0.683,2.285,mBJ,1.602,-1.22399,,P2_1/c
JVASP-85134,EuTlS2,FAILED_JVASP-85134.cif,2.024,2.544,mBJ,0.52,-1.61092,,R-3m
JVASP-9791,Ba2YRuO6,FAILED_JVASP-9791.cif,0.099,0.0,mBJ,-0.099,-2.71114,,Fm-3m
JVASP-35971,LuCuS2,FAILED_JVASP-35971.cif,1.537,1.873,mBJ,0.336,-1.48757,,P3m1
JVASP-59891,MgTi2S4,FAILED_JVASP-59891.cif,0.0,0.0,mBJ,0.0,-1.49125,,Imma
JVASP-10702,Ba2PrSbO6,FAILED_JVASP-10702.cif,4.051,5.046,mBJ,0.995,-2.79231,,Fm-3m
JVASP-42715,Li2VOF3,FAILED_JVASP-42715.cif,0.099,0.0,mBJ,-0.099,-2.8872,,Pc
JVASP-36139,TlP,FAILED_JVASP-36139.cif,0.0,0.0,mBJ,0.0,0.24659,,F-43m
JVASP-9177,CuP2,FAILED_JVASP-9177.cif,0.941,1.225,mBJ,0.284,-0.12391,,P2_1/c
JVASP-80732,NaFeO2,FAILED_JVASP-80732.cif,0.0,0.008,mBJ,0.008,-1.59188,,R-3m
JVASP-79628,YbLiS2,FAILED_JVASP-79628.cif,0.0,0.0,mBJ,0.0,-1.51116,,R-3m
JVASP-85135,NaEuS2,FAILED_JVASP-85135.cif,2.279,3.37,mBJ,1.091,-1.99189,,R-3m
JVASP-12099,ScI3O9,FAILED_JVASP-12099.cif,3.772,4.941,mBJ,1.169,-1.05148,,R-3
JVASP-9952,CrO2,FAILED_JVASP-9952.cif,0.0,0.0,mBJ,0.0,-1.91402,,Cmcm
JVASP-50678,SbOF3,FAILED_JVASP-50678.cif,1.81,3.363,mBJ,1.553,-1.94292,,P4_2/mnm
JVASP-36447,Ba3N2,FAILED_JVASP-36447.cif,0.0,0.734,mBJ,0.734,0.07841,,Pm-3m
JVASP-30621,TeO3,FAILED_JVASP-30621.cif,0.187,0.887,mBJ,0.7,-0.16347,,P6_3cm
JVASP-49184,Ca3UO6,FAILED_JVASP-49184.cif,2.364,2.606,mBJ,0.242,-3.44654,,R-3
JVASP-79510,Ca,FAILED_JVASP-79510.cif,0.0,0.0,mBJ,0.0,0.00617,,P6_3/mmc
JVASP-79983,MgRh3,FAILED_JVASP-79983.cif,0.0,0.0,mBJ,0.0,-0.28696,,Imm2
JVASP-34336,NaSO4,FAILED_JVASP-34336.cif,3.64,4.7,mBJ,1.06,-1.48728,,P-1
JVASP-11593,CaV4O10,FAILED_JVASP-11593.cif,0.0,0.0,mBJ,0.0,-2.62698,,Pmm2
JVASP-10150,KSO4,FAILED_JVASP-10150.cif,3.624,4.601,mBJ,0.977,-1.54475,,P-1
JVASP-79802,AgI,FAILED_JVASP-79802.cif,0.678,2.2,mBJ,1.522,-0.19087,,Fm-3m
JVASP-36400,RuN,FAILED_JVASP-36400.cif,0.0,0.0,mBJ,0.0,0.15394,,F-43m
JVASP-79594,YAu,FAILED_JVASP-79594.cif,0.0,0.0,mBJ,0.0,-0.97298,,Cmcm
JVASP-9159,Ga2S3,FAILED_JVASP-9159.cif,1.677,3.244,mBJ,1.567,-0.73019,,Cc
JVASP-4391,TeO2,FAILED_JVASP-4391.cif,0.092,0.599,mBJ,0.507,-0.91391,,P4_2/mnm
JVASP-49185,K2Na4Be2O5,FAILED_JVASP-49185.cif,2.77,5.726,mBJ,2.956,-1.98156,,P4_2/mnm
JVASP-10151,LuAsO4,FAILED_JVASP-10151.cif,3.763,5.377,mBJ,1.614,-2.54545,,I4_1/amd
JVASP-36589,MgGeO3,FAILED_JVASP-36589.cif,1.135,4.598,mBJ,3.463,-1.80817,,Pm-3m
JVASP-85149,Eu2O3,FAILED_JVASP-85149.cif,4.072,5.432,mBJ,1.36,-3.71435,,P-3m1
JVASP-36362,CrCoTe,FAILED_JVASP-36362.cif,0.0,0.0,mBJ,0.0,0.13824,,F-43m
JVASP-51430,AlF3,FAILED_JVASP-51430.cif,7.716,11.141,mBJ,3.425,-3.68831,,P-1
JVASP-11534,ZnNi2O4,FAILED_JVASP-11534.cif,0.0,0.0,mBJ,0.0,-1.13224,,Fd-3m
JVASP-79227,AlAgO2,FAILED_JVASP-79227.cif,1.237,2.265,mBJ,1.028,-2.10692,,R3m
JVASP-85153,KEuS2,FAILED_JVASP-85153.cif,2.339,3.277,mBJ,0.938,-2.05323,,R-3m
JVASP-80100,Mn2VGa,FAILED_JVASP-80100.cif,0.0,0.0,mBJ,0.0,-0.19639,,Fm-3m
JVASP-35972,LiSnS2,FAILED_JVASP-35972.cif,0.0,0.787,mBJ,0.787,-0.83575,,R-3m
JVASP-29794,AlH3O3,FAILED_JVASP-29794.cif,5.326,7.338,mBJ,2.012,-1.83755,,P1
JVASP-36626,CdGeO3,FAILED_JVASP-36626.cif,0.0,2.431,mBJ,2.431,-1.3002,,Pm-3m
JVASP-36025,TcB,FAILED_JVASP-36025.cif,0.0,0.0,mBJ,0.0,-0.26208,,P-6m2
JVASP-50193,LiYS2,FAILED_JVASP-50193.cif,0.395,0.791,mBJ,0.396,-1.9636,,P4/mmm
JVASP-11596,AlMo4S8,FAILED_JVASP-11596.cif,0.0,0.0,mBJ,0.0,-0.96649,,F-43m
JVASP-80040,GaNiRh2,FAILED_JVASP-80040.cif,0.0,0.0,mBJ,0.0,-0.30454,,Fm-3m
JVASP-50029,Na2O,FAILED_JVASP-50029.cif,1.212,3.622,mBJ,2.41,-1.35143,,Pnnm
JVASP-49190,SbAsO5,FAILED_JVASP-49190.cif,1.956,3.327,mBJ,1.371,-1.27468,,P2_12_12_1
JVASP-36313,MgO,FAILED_JVASP-36313.cif,3.647,5.678,mBJ,2.031,-2.65054,,P-6m2
JVASP-36531,HfZnN2,FAILED_JVASP-36531.cif,2.361,3.241,mBJ,0.88,-1.14857,,P3m1
JVASP-36140,TlN,FAILED_JVASP-36140.cif,0.0,0.0,mBJ,0.0,0.87502,,F-43m
JVASP-79886,Pm2RuRh,FAILED_JVASP-79886.cif,0.0,0.0,mBJ,0.0,-0.46498,,Fm-3m
JVASP-80740,Ti2GaFe,FAILED_JVASP-80740.cif,0.0,0.298,mBJ,0.298,-0.24579,,F-43m
JVASP-30365,FeHO2,FAILED_JVASP-30365.cif,0.1,0.076,mBJ,-0.024,-1.13106,,P3m1
JVASP-36182,BW,FAILED_JVASP-36182.cif,0.0,0.0,mBJ,0.0,-0.56959,,Cmcm
JVASP-1100,Sb2Se3,FAILED_JVASP-1100.cif,0.875,1.454,mBJ,0.579,-0.26843,,Pnma
JVASP-28972,MoWSe2S2,FAILED_JVASP-28972.cif,0.642,0.61,mBJ,-0.032,-0.73578,,Cm
JVASP-79633,CaW,FAILED_JVASP-79633.cif,0.0,0.0,mBJ,0.0,0.55005,,Fd-3m
JVASP-9425,MgSb2O6,FAILED_JVASP-9425.cif,1.233,2.184,mBJ,0.951,-1.91437,,P4_2/mnm
JVASP-79453,HoAu,FAILED_JVASP-79453.cif,0.0,0.0,mBJ,0.0,-0.96109,,Cmcm
JVASP-9792,CaTiSiO5,FAILED_JVASP-9792.cif,2.952,3.233,mBJ,0.281,-3.25974,,C2/c
JVASP-36270,CuN,FAILED_JVASP-36270.cif,0.0,0.0,mBJ,0.0,0.90893,,Fm-3m
JVASP-11597,Al5CuS8,FAILED_JVASP-11597.cif,1.585,1.82,mBJ,0.235,-1.16023,,F-43m
JVASP-49192,Pr2Be2GeO7,FAILED_JVASP-49192.cif,4.382,6.278,mBJ,1.896,-3.04282,,P-42_1m
JVASP-36026,RuN,FAILED_JVASP-36026.cif,0.0,0.0,mBJ,0.0,0.77802,,P-6m2
JVASP-10152,K3SiTe3,FAILED_JVASP-10152.cif,1.793,2.606,mBJ,0.813,-0.87525,,C2/m
JVASP-79942,LuTlRh2,FAILED_JVASP-79942.cif,0.0,0.0,mBJ,0.0,-0.60211,,Fm-3m
JVASP-11598,Al5CuSe8,FAILED_JVASP-11598.cif,0.735,1.062,mBJ,0.327,-0.83512,,F-43m
JVASP-10889,Te2O5,FAILED_JVASP-10889.cif,1.847,2.743,mBJ,0.896,-0.98864,,P2_1
JVASP-36363,PdN,FAILED_JVASP-36363.cif,0.0,0.0,mBJ,0.0,1.40399,,Pm-3m
JVASP-36401,RuC,FAILED_JVASP-36401.cif,0.0,0.0,mBJ,0.0,0.8615,,Fm-3m
JVASP-49193,Sm2Be2GeO7,FAILED_JVASP-49193.cif,4.564,6.396,mBJ,1.832,-3.08056,,P-42_1m
JVASP-79892,PaGaAu2,FAILED_JVASP-79892.cif,0.0,0.0,mBJ,0.0,-0.43917,,Fm-3m
JVASP-80105,U3Cl,FAILED_JVASP-80105.cif,0.0,0.0,mBJ,0.0,0.19145,,I4/mmm
JVASP-79718,Li2SnBi,FAILED_JVASP-79718.cif,0.0,0.0,mBJ,0.0,-0.01111,,I4/mmm
JVASP-50197,GaBiO3,FAILED_JVASP-50197.cif,3.181,4.231,mBJ,1.05,-1.66543,,R3c
JVASP-34340,CaF2,FAILED_JVASP-34340.cif,5.251,7.102,mBJ,1.851,-3.92647,,P4/mmm
JVASP-53640,YCuSe2,FAILED_JVASP-53640.cif,1.207,1.328,mBJ,0.121,-1.28044,,P3m1
JVASP-79459,AlCo2Si,FAILED_JVASP-79459.cif,0.0,0.0,mBJ,0.0,0.46426,,Immm
JVASP-24614,XeIF7,FAILED_JVASP-24614.cif,2.832,4.794,mBJ,1.962,-1.2902,,I4/m
JVASP-11314,CaFeF4,FAILED_JVASP-11314.cif,0.03,0.0,mBJ,-0.03,-3.0526,,Ima2
JVASP-1115,PbSe,FAILED_JVASP-1115.cif,0.513,0.962,mBJ,0.449,-0.59492,,Fm-3m
JVASP-22539,K2MgF4,FAILED_JVASP-22539.cif,6.957,10.55,mBJ,3.593,-3.36098,,I4/mmm
JVASP-36229,ThH2,FAILED_JVASP-36229.cif,0.0,0.0,mBJ,0.0,-0.51123,,Fm-3m
JVASP-79946,V2CrFe,FAILED_JVASP-79946.cif,0.0,0.0,mBJ,0.0,-0.18626,,Fm-3m
JVASP-36314,MnN,FAILED_JVASP-36314.cif,0.059,0.0,mBJ,-0.059,-0.43985,,F-43m
JVASP-79816,FeS,FAILED_JVASP-79816.cif,0.0,0.0,mBJ,0.0,-0.34989,,P6_3/mmc
JVASP-36448,Sr3N2,FAILED_JVASP-36448.cif,0.0,1.158,mBJ,1.158,-0.1823,,Pm-3m
JVASP-36488,Sr3Bi2,FAILED_JVASP-36488.cif,0.0,0.0,mBJ,0.0,-0.55228,,Pm-3m
JVASP-36364,PdN,FAILED_JVASP-36364.cif,0.0,0.0,mBJ,0.0,1.21024,,P-6m2
JVASP-12977,PdPb2Br6,FAILED_JVASP-12977.cif,1.138,1.067,mBJ,-0.071,-0.74389,,P2_1/c
JVASP-33896,InGeCl3,FAILED_JVASP-33896.cif,1.924,2.125,mBJ,0.201,-0.86145,,R3m
JVASP-10153,K2S3,FAILED_JVASP-10153.cif,1.342,2.596,mBJ,1.254,-0.94281,,Cmc2_1
JVASP-12427,In2HgS4,FAILED_JVASP-12427.cif,0.289,1.492,mBJ,1.203,-0.46858,,Fd-3m
JVASP-10171,ZnBi2O4,FAILED_JVASP-10171.cif,1.714,3.259,mBJ,1.545,-1.3635,,C2/c
JVASP-9793,CdCu2SiS4,FAILED_JVASP-9793.cif,1.04,1.831,mBJ,0.791,-0.56881,,Pmn2_1
JVASP-11204,ZnSnO3,FAILED_JVASP-11204.cif,1.539,3.05,mBJ,1.511,-1.65923,,R-3
JVASP-36272,DySb,FAILED_JVASP-36272.cif,0.0,0.0,mBJ,0.0,-0.80963,,Pm-3m
JVASP-57774,HoAlO3,FAILED_JVASP-57774.cif,5.981,7.375,mBJ,1.394,-3.64118,,Pnma
JVASP-80107,CrInCo2,FAILED_JVASP-80107.cif,0.0,0.0,mBJ,0.0,0.22287,,Fm-3m
JVASP-36027,SiC,FAILED_JVASP-36027.cif,0.0,0.0,mBJ,0.0,0.58632,,Fm-3m
JVASP-80243,Rb2AuI,FAILED_JVASP-80243.cif,3.273,4.538,mBJ,1.265,-0.3582,,Immm
JVASP-24616,SrBe3O4,FAILED_JVASP-24616.cif,4.268,6.707,mBJ,2.439,-3.02935,,P-62c
JVASP-36230,CeTe,FAILED_JVASP-36230.cif,0.0,0.0,mBJ,0.0,-1.26623,,Pm-3m
JVASP-79463,Sc2MnSn,FAILED_JVASP-79463.cif,0.0,0.0,mBJ,0.0,-0.20936,,Fm-3m
JVASP-10704,K2SnAs2S6,FAILED_JVASP-10704.cif,1.063,1.952,mBJ,0.889,-0.69259,,P-3
JVASP-81757,Li2RhAu,FAILED_JVASP-81757.cif,0.0,0.0,mBJ,0.0,-0.06763,,Immm
JVASP-12978,Li10BrN3,FAILED_JVASP-12978.cif,1.712,2.508,mBJ,0.796,-0.70377,,P-6m2
JVASP-58373,NaAlF4,FAILED_JVASP-58373.cif,6.06,10.974,mBJ,4.914,-3.39989,,P4/mmm
JVASP-1124,Cu2Se,FAILED_JVASP-1124.cif,0.0,0.0,mBJ,0.0,0.02244,,Fm-3m
JVASP-34471,SrCuH6O5,FAILED_JVASP-34471.cif,0.762,2.165,mBJ,1.403,-1.31156,,P2/c
JVASP-79821,FeCuO2,FAILED_JVASP-79821.cif,0.0,0.0,mBJ,0.0,-1.10743,,R-3m
JVASP-59903,CaMn2S4,FAILED_JVASP-59903.cif,0.0,0.0,mBJ,0.0,-0.99664,,C2/c
JVASP-36590,CdIrO3,FAILED_JVASP-36590.cif,0.0,0.0,mBJ,0.0,-0.56211,,Pm-3m
JVASP-50030,CeOF,FAILED_JVASP-50030.cif,0.011,0.0,mBJ,-0.011,-3.9164,,P4/nmm
JVASP-49194,Er2Be2GeO7,FAILED_JVASP-49194.cif,4.587,6.481,mBJ,1.894,-3.11803,,P-42_1m
JVASP-10154,K2Se3,FAILED_JVASP-10154.cif,0.69,1.644,mBJ,0.954,-0.88474,,Cmc2_1
JVASP-82128,InCl,FAILED_JVASP-82128.cif,1.594,1.751,mBJ,0.157,-0.91729,,Cmcm
JVASP-79639,NiHO2,FAILED_JVASP-79639.cif,0.0,0.177,mBJ,0.177,-0.91821,,Cm
JVASP-85217,CeSmI4,FAILED_JVASP-85217.cif,0.0,0.0,mBJ,0.0,-1.21358,,P-1
JVASP-36365,PrN,FAILED_JVASP-36365.cif,1.765,3.084,mBJ,1.319,-1.31577,,F-43m
JVASP-34341,Mg2SiO4,FAILED_JVASP-34341.cif,4.654,6.556,mBJ,1.902,-2.81881,,P-3m1
JVASP-36627,VCdO3,FAILED_JVASP-36627.cif,0.0,1.708,mBJ,1.708,-1.89064,,Pm-3m
JVASP-9794,K2LiAlP2,FAILED_JVASP-9794.cif,2.071,2.877,mBJ,0.806,-0.77232,,Ibam
JVASP-10364,MgBi4O8,FAILED_JVASP-10364.cif,0.0,0.0,mBJ,0.0,-1.20242,,R-3m
JVASP-36402,RuC,FAILED_JVASP-36402.cif,0.661,0.682,mBJ,0.021,0.41724,,F-43m
JVASP-51010,CaH2O2,FAILED_JVASP-51010.cif,4.464,6.939,mBJ,2.475,-1.99349,,P-3m1
JVASP-82129,InP,FAILED_JVASP-82129.cif,0.375,1.426,mBJ,1.051,-0.21708,,P6_3mc
JVASP-9427,MgSiN2,FAILED_JVASP-9427.cif,4.46,5.408,mBJ,0.948,-1.33298,,Pna2_1
JVASP-59612,CeAlO3,FAILED_JVASP-59612.cif,0.0,0.0,mBJ,0.0,-3.49587,,Imma
JVASP-79608,K3Rh,FAILED_JVASP-79608.cif,0.0,0.0,mBJ,0.0,0.46279,,P-3m1
JVASP-5239,UCl6,FAILED_JVASP-5239.cif,1.447,1.551,mBJ,0.104,-1.52813,,P-3m1
JVASP-1103,TePb,FAILED_JVASP-1103.cif,1.119,1.405,mBJ,0.286,-0.41698,,Fm-3m
JVASP-11205,K2VAgSe4,FAILED_JVASP-11205.cif,1.058,1.141,mBJ,0.083,-0.90041,,Fddd
JVASP-50439,Al2HgO4,FAILED_JVASP-50439.cif,1.507,2.644,mBJ,1.137,-2.34016,,Fd-3m
JVASP-80112,AlCrFe2,FAILED_JVASP-80112.cif,0.0,0.0,mBJ,0.0,-0.19712,,Fm-3m
JVASP-36183,BiPd,FAILED_JVASP-36183.cif,0.0,0.0,mBJ,0.0,-0.29435,,P6_3/mmc
JVASP-9517,VPO5,FAILED_JVASP-9517.cif,1.588,1.936,mBJ,0.348,-2.33786,,Cc
JVASP-81671,Li2PtPb,FAILED_JVASP-81671.cif,0.0,0.0,mBJ,0.0,-0.09141,,Immm
JVASP-10659,Tm5Re2O12,FAILED_JVASP-10659.cif,0.0,0.351,mBJ,0.351,-3.18989,,C2/m
JVASP-80266,Li2CuAu,FAILED_JVASP-80266.cif,2.145,2.302,mBJ,0.157,0.77304,,Immm
JVASP-56040,TlSn2Br5,FAILED_JVASP-56040.cif,2.389,3.102,mBJ,0.713,-0.86396,,I4/mcm
JVASP-11321,ZnSbF5,FAILED_JVASP-11321.cif,4.122,6.156,mBJ,2.034,-2.36978,,P1
JVASP-85222,W2NCl8,FAILED_JVASP-85222.cif,0.156,2.081,mBJ,1.925,-0.95043,,P-1
JVASP-30623,FeO2,FAILED_JVASP-30623.cif,0.0,0.0,mBJ,0.0,-1.25617,,R-3m
JVASP-36141,HfIr,FAILED_JVASP-36141.cif,0.0,0.0,mBJ,0.0,-1.00513,,P2_1/m
JVASP-57777,KCaF3,FAILED_JVASP-57777.cif,6.537,10.159,mBJ,3.622,-3.64253,,Pm-3m
JVASP-34477,K2ThCu2S4,FAILED_JVASP-34477.cif,1.066,1.403,mBJ,0.337,-1.35532,,C2/m
JVASP-11020,CaV2O4,FAILED_JVASP-11020.cif,0.0,0.0,mBJ,0.0,-2.57251,,C2/m
